Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,RGB_Mean,RGB_Std,RGB_Max,RGB_Min,LBP_Mean,LBP_Std,LBP_Max,LBP_Min,CNN_Mean,CNN_Std,CNN_Max,CNN_Min
Flapple,Grass,Dragon,8.0,70,110,80,95,60,70,485,0.3,1.0,https://img.pokemondb.net/sprites/home/normal/2x/flapple.jpg,0.001953125,0.033073377,0.74768066,0.0,0.11111111110657226,0.10286189613051966,0.33088235292766005,0.014705882352340447,1.2209747,3.0588524,37.853367,0.0
Breloom,Grass,Fighting,3.0,60,130,80,60,60,70,460,1.2,39.2,https://img.pokemondb.net/sprites/home/normal/2x/breloom.jpg,0.001953125,0.032481704,0.7330017,0.0,0.11111111110574605,0.10862717706299167,0.31482375662410317,0.007725736358873698,1.6186149,3.7846303,41.53964,0.0
Kyurem,Dragon,Ice,5.0,125,130,90,130,90,95,660,3.0,325.0,https://img.pokemondb.net/sprites/home/normal/2x/kyurem.jpg,0.001953125,0.030014116,0.672287,0.0,0.11111111110717659,0.10232012902565354,0.3048866855416117,0.007082152974253466,1.0960941,2.3431406,25.271395,0.0
Baxcalibur,Dragon,Ice,9.0,115,145,92,75,86,87,600,2.1,210.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/baxcalibur.png,0.001953125,0.034793984,0.78240967,0.0,0.11111111109621688,0.13235517685353868,0.42895442353499275,0.0,1.3640907,2.5298808,23.564505,0.0
Primarina,Water,Fairy,7.0,80,74,74,126,116,60,530,1.8,44.0,https://img.pokemondb.net/sprites/home/normal/2x/primarina.jpg,0.001953125,0.03551888,0.80348206,0.0,0.11111111110666846,0.10865280387291396,0.29228308675360726,0.005597760895417922,0.9852353,2.4236956,34.790882,0.0
Munkidori,Poison,Psychic,9.0,88,75,66,130,90,106,555,1.0,12.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/munkidori.png,0.001953125,0.04022005,0.9103699,0.0,0.11111111108050199,0.13007111996141857,0.43526170786907387,0.0027548209358802143,1.0870954,2.3373632,24.115128,0.0
Zoroark,Dark,,5.0,60,105,60,120,60,105,510,1.6,81.1,https://img.pokemondb.net/sprites/home/normal/2x/zoroark.jpg,0.001953125,0.029831506,0.67118835,0.0,0.11111111110714003,0.1033081148824621,0.3155825589594145,0.010364546103989831,1.9159925,4.6821856,50.401093,0.0
Iron Treads,Ground,Steel,9.0,90,112,120,72,70,106,570,0.9,240.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-treads.png,0.001953125,0.036429692,0.8230591,0.0,0.11111111109552751,0.12381074478175526,0.3913043477712056,0.005610098175931263,1.2127287,2.8470414,25.28645,0.0
Nidorina,Poison,,1.0,70,62,67,55,55,56,365,0.8,20.0,https://img.pokemondb.net/sprites/home/normal/2x/nidorina.jpg,0.001953125,0.030354178,0.6777649,0.0,0.1111111111056538,0.11556635204339785,0.34724950882380895,0.005402750490893774,1.3954858,3.0031538,36.1054,0.0
Binacle,Rock,Water,6.0,42,52,67,39,56,50,306,0.5,31.0,https://img.pokemondb.net/sprites/home/normal/2x/binacle.jpg,0.001953125,0.03254977,0.7351837,0.0,0.11111111110653299,0.10512999597832468,0.3259167696610665,0.013597033373976225,1.7036834,3.6735318,36.424786,0.0
Wailord,Water,,3.0,170,90,45,90,45,60,500,14.5,398.0,https://img.pokemondb.net/sprites/home/normal/2x/wailord.jpg,0.001953125,0.032488678,0.72706604,0.0,0.11111111110705152,0.12139901935140754,0.36938253560944895,0.007307270734113728,1.2957661,3.0110188,36.500313,0.0
Manectric,Electric,,3.0,70,75,60,105,60,105,475,1.5,40.2,https://img.pokemondb.net/sprites/home/normal/2x/manectric.jpg,0.001953125,0.03306765,0.74627686,0.0,0.11111111110511157,0.10115503921552518,0.2894168466366405,0.00593952483769225,1.2633952,2.9090378,32.542957,0.0
Aurorus,Rock,Ice,6.0,123,77,72,99,92,58,521,2.7,225.0,https://img.pokemondb.net/sprites/home/normal/2x/aurorus.jpg,0.001953125,0.028014839,0.62882996,0.0,0.11111111110701861,0.10715833941875795,0.31270718230892425,0.005893186003466181,2.413426,4.425512,36.830048,0.0
Seviper,Poison,,3.0,73,100,60,100,60,65,458,2.7,52.5,https://img.pokemondb.net/sprites/home/normal/2x/seviper.jpg,0.001953125,0.026017578,0.5658722,0.0,0.11111111110825919,0.11699742161612083,0.37012320327592085,0.008983572895046624,1.1913161,2.84973,32.766415,0.0
Quaquaval,Water,Fighting,9.0,85,120,80,85,75,85,530,1.8,61.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/quaquaval.png,0.001953125,0.036793835,0.8325043,0.0,0.11111111109732562,0.1429249655705597,0.48263027289297394,0.0037220843667838607,1.3389971,3.292487,34.022198,0.0
Swoobat,Psychic,Flying,5.0,67,57,55,77,55,114,425,0.9,10.5,https://img.pokemondb.net/sprites/home/normal/2x/swoobat.jpg,0.001953125,0.032241017,0.7261658,0.0,0.11111111110692298,0.11461147360158085,0.32755371276564066,0.010554089709364717,1.2335368,2.7751658,26.8692,0.0
Arctovish,Water,Ice,8.0,90,90,100,80,90,55,505,2.0,175.0,https://img.pokemondb.net/sprites/home/normal/2x/arctovish.jpg,0.001953125,0.024638254,0.53808594,0.0,0.11111111110798033,0.11324610813553554,0.2964215271824057,0.0050718512255544706,2.0116315,3.8902197,35.290276,0.0
Exeggcute,Grass,Psychic,1.0,60,40,80,60,45,40,325,0.4,2.5,https://img.pokemondb.net/sprites/home/normal/2x/exeggcute.jpg,0.001953125,0.030306907,0.66963196,0.0,0.11111111110691191,0.1128517190164633,0.31557067270160355,0.009826152682924182,1.9931366,4.887997,42.853527,0.0
Wugtrio,Water,,9.0,35,100,50,50,70,120,425,1.2,5.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/wugtrio.png,0.001953125,0.03883905,0.87849426,0.0,0.11111111108298172,0.14416527729678982,0.47341772139913474,0.01012658227591732,0.7721204,1.9555943,23.2329,0.0
Crustle,Bug,Rock,5.0,70,105,125,65,75,45,485,1.4,200.0,https://img.pokemondb.net/sprites/home/normal/2x/crustle.jpg,0.001953125,0.026205393,0.5837097,0.0,0.11111111110780127,0.10331911325875626,0.2904378909654323,0.011617515638617293,2.136561,3.2188182,33.023285,0.0
Weavile,Dark,Ice,4.0,70,120,65,45,85,125,510,1.1,34.0,https://img.pokemondb.net/sprites/home/normal/2x/weavile.jpg,0.001953125,0.030501481,0.685379,0.0,0.11111111110725042,0.10414040292914221,0.3214037525948088,0.013203613620111063,1.6611967,3.9371724,39.30681,0.0
Kakuna,Bug,Poison,1.0,45,25,50,25,25,35,205,0.6,10.0,https://img.pokemondb.net/sprites/home/normal/2x/kakuna.jpg,0.001953125,0.034516394,0.7733002,0.0,0.11111111110291103,0.11415686365945657,0.3077490774680628,0.005166051660135346,1.4614681,3.394717,39.41948,0.0
Bonsly,Rock,,4.0,50,80,95,10,45,10,290,0.5,15.0,https://img.pokemondb.net/sprites/home/normal/2x/bonsly.jpg,0.001953125,0.035148602,0.7945404,0.0,0.11111111110375277,0.11446625081445529,0.3377483443484935,0.006622516555852813,1.6062182,3.6791153,40.203747,0.0
Fomantis,Grass,,7.0,40,55,35,50,35,35,250,0.3,1.5,https://img.pokemondb.net/sprites/home/normal/2x/fomantis.jpg,0.001953125,0.032582827,0.7350311,0.0,0.11111111110483719,0.10731366141274162,0.3150762281019155,0.010163749293610178,0.84918016,2.7735693,34.157585,0.0
Nidoran♂,Poison,,1.0,46,57,40,40,40,50,273,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/nidoran-m.jpg,0.001953125,0.029513838,0.66166687,0.0,0.11111111110571213,0.10631052494755737,0.3216715257375281,0.008746355684706202,1.5182071,3.1066606,26.85512,0.0
Beheeyem,Psychic,,5.0,75,75,75,125,95,40,485,1.0,34.5,https://img.pokemondb.net/sprites/home/normal/2x/beheeyem.jpg,0.001953125,0.0333099,0.750824,0.0,0.11111111110591658,0.10595729115260762,0.3244506778716947,0.01683029452936745,1.6775846,3.3292382,41.579838,0.0
Poipole,Poison,,7.0,67,73,67,73,67,73,420,0.6,1.8,https://img.pokemondb.net/sprites/home/normal/2x/poipole.jpg,0.001953125,0.03704766,0.83833313,0.0,0.11111111110402493,0.10595771155092254,0.28635204079806426,0.010841836734002434,1.2689557,2.9000561,33.628223,0.0
Shellder,Water,,1.0,30,65,100,45,25,40,305,0.3,4.0,https://img.pokemondb.net/sprites/home/normal/2x/shellder.jpg,0.001953125,0.02928996,0.655365,0.0,0.11111111110623355,0.11066040254038453,0.3204565408112179,0.010974539068877326,1.7580161,3.7634637,41.492233,0.0
Emboar,Fire,Fighting,5.0,110,123,65,100,65,65,528,1.6,150.0,https://img.pokemondb.net/sprites/home/normal/2x/emboar.jpg,0.001953125,0.02461313,0.54815674,0.0,0.11111111110869407,0.11276841669285208,0.37937785511465355,0.013269523602060702,2.2182596,4.3252788,34.09077,0.0
Fletchinder,Fire,Flying,6.0,62,73,55,56,52,84,382,0.7,16.0,https://img.pokemondb.net/sprites/home/normal/2x/fletchinder.jpg,0.001953125,0.032776464,0.73957825,0.0,0.111111111106781,0.11183123070537707,0.3760717069222108,0.01169134840172676,1.5753963,3.4666212,32.201363,0.0
Talonflame,Fire,Flying,6.0,78,81,71,74,69,126,499,1.2,24.5,https://img.pokemondb.net/sprites/home/normal/2x/talonflame.jpg,0.001953125,0.0371575,0.84033203,0.0,0.11111111110448947,0.10760997491619474,0.358164481504281,0.013706793801328557,1.2305094,2.8369715,31.68539,0.0
Bronzong,Steel,Psychic,4.0,67,89,116,79,116,33,500,1.3,187.0,https://img.pokemondb.net/sprites/home/normal/2x/bronzong.jpg,0.001953125,0.03548658,0.80233765,0.0,0.11111111110403847,0.10310903908501533,0.30808402289572984,0.0063653723738787155,1.2628899,3.2383687,46.617058,0.0
Chingling,Psychic,,4.0,45,30,50,65,50,45,285,0.2,0.6,https://img.pokemondb.net/sprites/home/normal/2x/chingling.jpg,0.001953125,0.035365347,0.7993469,0.0,0.11111111110496558,0.10359829550072579,0.2959070796296511,0.012168141592247337,1.3394408,3.4734347,35.012505,0.0
Grotle,Grass,,4.0,75,89,85,55,65,36,405,1.1,97.0,https://img.pokemondb.net/sprites/home/normal/2x/grotle.jpg,0.001953125,0.023590751,0.52156067,0.0,0.1111111111078594,0.1061044212700697,0.3189932689400353,0.007609013754532953,2.2282953,4.185142,38.4837,0.0
Zygarde,Dragon,Ground,6.0,108,100,121,81,95,95,600,5.0,305.0,https://img.pokemondb.net/sprites/home/normal/2x/zygarde.jpg,0.001953125,0.028164048,0.6203308,0.0,0.11111111110830173,0.1140400089499883,0.3815423514442088,0.009102402022525857,2.2802105,4.2598124,35.521935,0.0
Iron Moth,Fire,Poison,9.0,80,70,60,140,110,110,570,1.2,36.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-moth.png,0.001953125,0.034883484,0.7876892,0.0,0.11111111109994416,0.1291570133667356,0.4201005024703417,0.008040201004217066,2.434938,4.513688,36.79952,0.0
Skwovet,Normal,,8.0,70,55,55,35,35,25,275,0.3,2.5,https://img.pokemondb.net/sprites/home/normal/2x/skwovet.jpg,0.001953125,0.034382712,0.77630615,0.0,0.11111111110496218,0.1124445256110606,0.3397897066773774,0.007194244603918414,1.5870034,3.0005646,29.109123,0.0
Wobbuffet,Psychic,,2.0,190,33,58,33,58,33,405,1.3,28.5,https://img.pokemondb.net/sprites/home/normal/2x/wobbuffet.jpg,0.001953125,0.02883723,0.6341553,0.0,0.11111111110680616,0.1187634682454054,0.3467648198238371,0.0050368074387819916,1.8632358,3.7416584,44.55122,0.0
Watchog,Normal,,5.0,60,85,69,60,69,77,420,1.1,27.0,https://img.pokemondb.net/sprites/home/normal/2x/watchog.jpg,0.001953125,0.036778137,0.8325653,0.0,0.11111111110345881,0.10970055709359128,0.32851239667159005,0.008953168043460524,1.576549,3.133268,33.98034,0.0
Thievul,Dark,,8.0,70,58,58,87,92,90,455,1.2,19.9,https://img.pokemondb.net/sprites/home/normal/2x/thievul.jpg,0.001953125,0.03052184,0.6843872,0.0,0.11111111110732023,0.10369442310477003,0.2859092459813747,0.013306038894121255,1.7826238,3.7446148,37.050728,0.0
Feraligatr,Water,,2.0,85,105,100,79,83,78,530,2.3,88.8,https://img.pokemondb.net/sprites/home/normal/2x/feraligatr.jpg,0.001953125,0.02791071,0.62068176,0.0,0.11111111110765938,0.10752380206743002,0.30413171791537336,0.007145076110371387,1.6318004,3.3195422,40.346954,0.0
Turtonator,Fire,Dragon,7.0,60,78,135,91,85,36,485,2.0,212.0,https://img.pokemondb.net/sprites/home/normal/2x/turtonator.jpg,0.001953125,0.028272785,0.6367645,0.0,0.11111111110802899,0.11255439093154472,0.3705963938870847,0.010540915394991931,1.1367395,3.2215924,36.994755,0.0
Vivillon,Bug,Flying,6.0,80,52,50,90,50,89,411,1.2,17.0,https://img.pokemondb.net/sprites/home/normal/2x/vivillon.jpg,0.001953125,0.028833063,0.6422577,0.0,0.1111111111078998,0.12203371861485428,0.41242774565282003,0.014161849710573358,2.0996003,4.6999664,49.86658,0.0
Silicobra,Ground,,8.0,52,57,75,35,50,46,315,2.2,7.6,https://img.pokemondb.net/sprites/home/normal/2x/silicobra.jpg,0.001953125,0.03091775,0.69425964,0.0,0.1111111111069898,0.11674481709502198,0.34347181007628075,0.012240356082632036,1.4938399,3.02883,37.320072,0.0
Dewott,Water,,5.0,75,75,60,83,60,60,413,0.8,24.5,https://img.pokemondb.net/sprites/home/normal/2x/dewott.jpg,0.001953125,0.034235533,0.7736206,0.0,0.11111111110565379,0.10713920462070335,0.32367387031809064,0.008840864439644358,1.8146766,3.6176147,36.218464,0.0
Cinccino,Normal,,5.0,75,95,60,65,60,115,470,0.5,7.5,https://img.pokemondb.net/sprites/home/normal/2x/cinccino.jpg,0.001953125,0.033962984,0.7577057,0.0,0.11111111110584769,0.12126195579568827,0.3945997157558219,0.006158218853332155,1.4868746,3.1151557,30.915672,0.0
Beautifly,Bug,Flying,3.0,60,70,50,100,50,65,395,1.0,28.4,https://img.pokemondb.net/sprites/home/normal/2x/beautifly.jpg,0.001953125,0.030746784,0.6877289,0.0,0.11111111110751064,0.10862674340262125,0.34607906674186395,0.013285806869303765,1.7882168,3.67401,40.29433,0.0
Happiny,Normal,,4.0,100,5,5,15,65,30,220,0.6,24.4,https://img.pokemondb.net/sprites/home/normal/2x/happiny.jpg,0.001953125,0.03513659,0.79270935,0.0,0.11111111110405641,0.11020136506584409,0.31746031744016123,0.008888888888324514,1.2869037,3.6532207,41.514122,0.0
Minccino,Normal,,5.0,55,50,40,40,40,75,300,0.4,5.8,https://img.pokemondb.net/sprites/home/normal/2x/minccino.jpg,0.001953125,0.03331599,0.74017334,0.0,0.11111111110474005,0.10449205615877237,0.3291284403481004,0.013188073393739215,1.2672751,2.8248954,33.507084,0.0
Staryu,Water,,1.0,30,45,55,70,55,85,340,0.8,34.5,https://img.pokemondb.net/sprites/home/normal/2x/staryu.jpg,0.001953125,0.02903274,0.64190674,0.0,0.11111111110711289,0.10966151877533015,0.3252968693657684,0.00791651673235277,2.402649,4.6928997,48.09883,0.0
Eevee,Normal,,1.0,55,55,50,45,65,55,325,0.3,6.5,https://img.pokemondb.net/sprites/home/normal/2x/eevee.jpg,0.001953125,0.033892263,0.7654114,0.0,0.11111111110539258,0.11176355999301019,0.32784354089923606,0.010808028820853936,2.2313552,4.16362,40.5223,0.0
Diglett,Ground,,1.0,10,55,25,35,45,95,265,0.2,0.8,https://img.pokemondb.net/sprites/home/normal/2x/diglett.jpg,0.001953125,0.03119251,0.6995697,0.0,0.11111111110283159,0.11443993077472446,0.3435171385735084,0.005961251862447,1.270027,2.6207185,30.755621,0.0
Wyrdeer,Normal,Psychic,8.0,103,105,72,105,75,65,525,1.8,95.1,https://img.pokemondb.net/sprites/home/normal/2x/wyrdeer.jpg,0.001953125,0.036811817,0.8306732,0.0,0.11111111110560237,0.11291187377500625,0.36341100642719826,0.007436787307514289,1.5694607,3.1002727,35.427246,0.0
Tangrowth,Grass,,4.0,100,100,125,110,50,50,535,2.0,128.6,https://img.pokemondb.net/sprites/home/normal/2x/tangrowth.jpg,0.001953125,0.030824633,0.68252563,0.0,0.11111111110660173,0.11341450748133564,0.3250811688179756,0.007305194804898329,1.1415124,2.6778274,35.50821,0.0
Toucannon,Normal,Flying,7.0,80,120,75,75,75,60,485,1.1,26.0,https://img.pokemondb.net/sprites/home/normal/2x/toucannon.jpg,0.001953125,0.032135367,0.7240448,0.0,0.11111111110722066,0.11442564173364453,0.32212885152933723,0.010504201680304475,2.1469038,4.0499024,42.239895,0.0
Zeraora,Electric,,7.0,88,112,75,102,80,143,600,1.5,44.5,https://img.pokemondb.net/sprites/home/normal/2x/zeraora.jpg,0.001953125,0.0336606,0.76094055,0.0,0.11111111110700957,0.10540982269237435,0.3337024732250387,0.013289036544359948,1.2789528,3.1363156,35.8727,0.0
Froslass,Ice,Ghost,4.0,70,80,70,80,70,110,480,1.3,26.6,https://img.pokemondb.net/sprites/home/normal/2x/froslass.jpg,0.001953125,0.037963055,0.85928345,0.0,0.1111111111047764,0.1049235421279026,0.28905359177371415,0.010832383123669761,1.5146011,3.2315319,38.843624,0.0
Kyogre,Water,,3.0,100,100,90,150,140,90,670,4.5,352.0,https://img.pokemondb.net/sprites/home/normal/2x/kyogre.jpg,0.001953125,0.03576738,0.8082428,0.0,0.11111111110582766,0.10967083362373993,0.3418925344583028,0.00903471231530981,0.8283844,2.3554962,37.27176,0.0
Audino,Normal,,5.0,103,60,86,60,86,50,445,1.1,31.0,https://img.pokemondb.net/sprites/home/normal/2x/audino.jpg,0.001953125,0.0283006,0.62841797,0.0,0.111111111106387,0.12445182943237212,0.3915816326364124,0.00637755102013701,1.974455,3.799019,42.473198,0.0
Fezandipiti,Poison,Fairy,9.0,88,91,82,70,125,99,555,1.4,30.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/fezandipiti.png,0.001953125,0.040892188,0.9259796,0.0,0.11111111108247423,0.1404918655926578,0.4690721648275587,0.007731958760893824,1.3717141,2.6230056,26.622532,0.0
Iron Leaves,Grass,Psychic,9.0,90,130,88,70,108,104,590,1.5,125.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-leaves.png,0.001953125,0.03688522,0.8339844,0.0,0.1111111110984992,0.11397111026863223,0.30533484673038197,0.0034052213390005424,1.3552512,2.5097651,26.117527,0.0
Greedent,Normal,,8.0,120,95,95,55,75,20,460,0.6,6.0,https://img.pokemondb.net/sprites/home/normal/2x/greedent.jpg,0.001953125,0.023579972,0.50320435,0.0,0.11111111110768598,0.1104308557638998,0.29870530208696966,0.008631319358550207,2.3390415,4.0827937,33.786148,0.0
Slowpoke,Water,Psychic,1.0,90,65,65,40,40,15,315,1.2,36.0,https://img.pokemondb.net/sprites/home/normal/2x/slowpoke.jpg,0.001953125,0.02870075,0.63531494,0.0,0.11111111110584268,0.11936805486579338,0.37932669509818273,0.005215742057600012,1.4750497,2.8110409,26.576578,0.0
Sawsbuck,Normal,Grass,5.0,80,100,70,60,70,95,475,1.9,92.5,https://img.pokemondb.net/sprites/home/normal/2x/sawsbuck.jpg,0.001953125,0.03743627,0.84729004,0.0,0.11111111110333022,0.10322898465126307,0.29621848737421436,0.009803921567940901,1.4117444,2.7747965,27.148844,0.0
Pachirisu,Electric,,4.0,60,45,70,45,90,95,405,0.4,3.9,https://img.pokemondb.net/sprites/home/normal/2x/pachirisu.jpg,0.001953125,0.037624598,0.8512268,0.0,0.11111111110492451,0.10755477966860065,0.3240534520977698,0.008351893095303346,1.4143555,3.313338,35.304413,0.0
Wimpod,Bug,Water,7.0,25,35,40,20,30,80,230,0.5,12.0,https://img.pokemondb.net/sprites/home/normal/2x/wimpod.jpg,0.001953125,0.03735736,0.84536743,0.0,0.11111111110585764,0.11081013732605069,0.314893617006388,0.010874704491211598,0.75007224,1.9304187,28.808743,0.0
Aerodactyl,Rock,Flying,1.0,80,105,65,60,75,130,515,1.8,59.0,https://img.pokemondb.net/sprites/home/normal/2x/aerodactyl.jpg,0.001953125,0.03569908,0.80703735,0.0,0.11111111110436893,0.10566287458745809,0.2973300970693368,0.00728155339761641,1.4654106,2.8999739,30.617613,0.0
Kleavor,Bug,Rock,8.0,70,135,95,45,70,85,500,1.8,89.0,https://img.pokemondb.net/sprites/home/normal/2x/kleavor.jpg,0.001953125,0.029815717,0.6648407,0.0,0.11111111110777144,0.10874924191432667,0.3342350465784721,0.015930267507786887,1.7945199,3.7127392,33.069687,0.0
Cacnea,Grass,,3.0,50,85,40,85,40,35,335,0.4,51.3,https://img.pokemondb.net/sprites/home/normal/2x/cacnea.jpg,0.001953125,0.035302036,0.7985382,0.0,0.11111111110589708,0.11729678718458789,0.39324260908525377,0.0145471609566144,1.0330716,2.4140954,29.45629,0.0
Golurk,Ground,Ghost,5.0,89,124,80,55,80,55,483,2.8,330.0,https://img.pokemondb.net/sprites/home/normal/2x/golurk.jpg,0.001953125,0.02174571,0.47898865,0.0,0.11111111110819252,0.10251498482486374,0.31048069345126134,0.00866824271056821,2.6661665,5.37245,46.07275,0.0
Castform,Normal,,3.0,70,70,70,70,70,70,420,0.3,0.8,https://img.pokemondb.net/sprites/home/normal/2x/castform.jpg,0.001953125,0.038314067,0.86531067,0.0,0.1111111111006977,0.11201715107440446,0.33739456416706703,0.009372071226862974,1.3604846,3.1348805,34.99177,0.0
Smoliv,Grass,Normal,9.0,41,35,45,58,51,30,260,0.3,6.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/smoliv.png,0.001953125,0.041803084,0.94677734,0.0,0.11111111105610562,0.12052105585892113,0.39108910871728264,0.00495049504705421,0.573977,1.7472243,24.412579,0.0
Magcargo,Fire,Rock,2.0,60,50,120,90,80,30,430,0.8,55.0,https://img.pokemondb.net/sprites/home/normal/2x/magcargo.jpg,0.001953125,0.027303493,0.60461426,0.0,0.11111111110725175,0.10429458923409086,0.29454671760005047,0.011809656130190704,1.4954767,3.211782,32.83469,0.0
Togekiss,Fairy,Flying,4.0,85,50,95,120,115,80,545,1.5,38.0,https://img.pokemondb.net/sprites/home/normal/2x/togekiss.jpg,0.001953125,0.03802404,0.85887146,0.0,0.11111111110065852,0.11061031294786135,0.31420507993281227,0.00846660395028536,1.422327,3.2207415,37.607853,0.0
Sobble,Water,,8.0,50,40,40,70,40,70,310,0.3,4.0,https://img.pokemondb.net/sprites/home/normal/2x/sobble.jpg,0.001953125,0.03575949,0.80825806,0.0,0.11111111110538668,0.11518341977753506,0.36218444099112906,0.007212776918742257,0.9101142,2.5515351,36.558453,0.0
Sizzlipede,Fire,Bug,8.0,50,65,45,50,50,45,305,0.7,1.0,https://img.pokemondb.net/sprites/home/normal/2x/sizzlipede.jpg,0.001953125,0.039988164,0.90571594,0.0,0.11111111110159816,0.10490238540012618,0.34332191777882515,0.011986301368836789,0.81545746,2.122143,27.919798,0.0
