Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL
Cyclizar,Dragon,Normal,9.0,70,95,65,85,65,121,501,1.6,63.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/cyclizar.png
Orthworm,Steel,None,9.0,70,85,145,60,55,65,480,2.5,310.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/orthworm.png
Glimmet,Rock,Poison,9.0,48,35,42,105,60,60,350,0.7,8.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmet.png
Glimmora,Rock,Poison,9.0,83,55,90,130,81,86,525,1.5,45.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmora.png
Greavard,Ghost,None,9.0,50,61,60,30,55,34,290,0.6,35.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/greavard.png
Houndstone,Ghost,None,9.0,72,101,100,50,97,68,488,2.0,15.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/houndstone.png
Flamigo,Flying,Fighting,9.0,82,115,74,75,64,90,500,1.6,37.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/flamigo.png
Cetoddle,Ice,None,9.0,108,68,45,30,40,43,334,1.2,45.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/cetoddle.png
Cetitan,Ice,None,9.0,170,113,65,45,55,73,521,4.5,700.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/cetitan.png
Veluza,Water,Psychic,9.0,90,102,73,78,65,70,478,2.5,90.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/veluza.png
Dondozo,Water,None,9.0,150,100,115,65,65,35,530,12.0,220.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/dondozo.png
Tatsugiri,Dragon,Water,9.0,68,50,60,120,95,82,475,0.3,8.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/tatsugiri.png
Annihilape,Fighting,Ghost,9.0,110,115,80,50,90,90,535,1.2,56.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/annihilape.png
Clodsire,Poison,Ground,9.0,130,75,60,45,100,20,430,1.8,223.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/clodsire.png
Farigiraf,Normal,Psychic,9.0,120,90,70,110,70,60,520,3.2,160.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/farigiraf.png
Dudunsparce,Normal,None,9.0,125,100,80,85,75,55,520,3.6,39.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/dudunsparce.png
Kingambit,Dark,Steel,9.0,100,135,120,60,85,50,550,2.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/kingambit.png
Great Tusk,Ground,Fighting,9.0,115,131,131,53,53,87,570,2.2,320.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/great-tusk.png
Scream Tail,Fairy,Psychic,9.0,115,65,99,65,115,111,570,1.2,8.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/scream-tail.png
Brute Bonnet,Grass,Dark,9.0,111,127,99,79,99,55,570,1.2,21.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/brute-bonnet.png
Flutter Mane,Ghost,Fairy,9.0,55,55,55,135,135,135,570,1.4,4.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/flutter-mane.png
Slither Wing,Bug,Fighting,9.0,85,135,79,85,105,81,570,3.2,92.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/slither-wing.png
Sandy Shocks,Electric,Ground,9.0,85,81,97,121,85,101,570,2.3,60.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/sandy-shocks.png
Iron Treads,Ground,Steel,9.0,90,112,120,72,70,106,570,0.9,240.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-treads.png
Iron Bundle,Ice,Water,9.0,56,80,114,124,60,136,570,0.6,11.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-bundle.png
Iron Hands,Fighting,Electric,9.0,154,140,108,50,68,50,570,1.8,380.7,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-hands.png
Iron Jugulis,Dark,Flying,9.0,94,80,86,122,80,108,570,1.3,111.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-jugulis.png
Iron Moth,Fire,Poison,9.0,80,70,60,140,110,110,570,1.2,36.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-moth.png
Iron Thorns,Rock,Electric,9.0,100,134,110,70,84,72,570,1.6,303.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-thorns.png
Frigibax,Dragon,Ice,9.0,65,75,45,35,45,55,320,0.5,17.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/frigibax.png
Arctibax,Dragon,Ice,9.0,90,95,66,45,65,62,423,0.8,30.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/arctibax.png
Baxcalibur,Dragon,Ice,9.0,115,145,92,75,86,87,600,2.1,210.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/baxcalibur.png
Gimmighoul,Ghost,None,9.0,45,30,70,75,70,10,300,0.3,5.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/gimmighoul.png
Gholdengo,Steel,Ghost,9.0,87,60,95,133,91,84,550,1.2,30.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/gholdengo.png
Wo-Chien,Dark,Grass,9.0,85,85,100,95,135,70,570,1.5,74.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/wo-chien.png
Chien-Pao,Dark,Ice,9.0,80,120,80,90,65,135,570,1.9,152.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/chien-pao.png
Ting-Lu,Dark,Ground,9.0,155,110,125,55,80,45,570,2.7,699.7,https://img.pokemondb.net/sprites/scarlet-violet/normal/ting-lu.png
Chi-Yu,Dark,Fire,9.0,55,80,80,135,120,100,570,0.4,4.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/chi-yu.png
Roaring Moon,Dragon,Dark,9.0,105,139,71,55,101,119,590,2.0,380.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/roaring-moon.png
Iron Valiant,Fairy,Fighting,9.0,74,130,90,120,60,116,590,1.4,35.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-valiant.png
Koraidon,Fighting,Dragon,9.0,100,135,115,85,100,135,670,2.5,303.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/koraidon.png
Miraidon,Electric,Dragon,9.0,100,85,100,135,115,135,670,3.5,240.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/miraidon.png
Walking Wake,Water,Dragon,9.0,99,83,91,125,83,109,590,3.5,280.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/walking-wake.png
Iron Leaves,Grass,Psychic,9.0,90,130,88,70,108,104,590,1.5,125.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-leaves.png
Dipplin,Grass,Dragon,9.0,80,80,110,95,80,40,485,0.4,4.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/dipplin.png
Poltchageist,Grass,Ghost,9.0,40,45,45,74,54,50,308,0.1,1.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/poltchageist.png
Sinistcha,Grass,Ghost,9.0,71,60,106,121,80,70,508,0.2,2.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/sinistcha.png
Okidogi,Poison,Fighting,9.0,88,128,115,58,86,80,555,1.8,92.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/okidogi.png
Munkidori,Poison,Psychic,9.0,88,75,66,130,90,106,555,1.0,12.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/munkidori.png
Fezandipiti,Poison,Fairy,9.0,88,91,82,70,125,99,555,1.4,30.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/fezandipiti.png
Ogerpon,Grass,None,9.0,80,120,84,60,96,110,550,1.2,39.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/ogerpon.png
Archaludon,Steel,Dragon,9.0,90,105,130,125,65,85,600,2.0,60.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/archaludon.png
Hydrapple,Grass,Dragon,9.0,106,80,110,120,80,44,540,1.8,93.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/hydrapple.png
Gouging Fire,Fire,Dragon,9.0,105,115,121,65,93,91,590,3.5,590.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/gouging-fire.png
Raging Bolt,Electric,Dragon,9.0,125,73,91,137,89,75,590,5.2,480.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/raging-bolt.png
Iron Boulder,Rock,Psychic,9.0,90,120,80,68,108,124,590,1.5,162.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-boulder.png
Iron Crown,Steel,Psychic,9.0,90,72,100,122,108,98,590,1.6,156.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-crown.png
Terapagos,Normal,None,9.0,90,65,85,65,85,60,450,0.2,6.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/terapagos.png
Pecharunt,Poison,Ghost,9.0,88,88,160,88,88,88,600,0.3,0.3,https://img.pokemondb.net/sprites/scarlet-violet/normal/pecharunt.png
